id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
10085,4,Private,100,Assoc-voc,11,Separated,Other-service,Unmarried,White,Female,2,0,1,United-States,<=50K
10086,1,Private,100,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,Mexico,<=50K
10087,3,Self-emp-not-inc,100,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
10088,2,Private,100,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,1,Iran,<=50K
10089,1,Private,100,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
10090,3,Private,100,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,3,United-States,>50K
10091,2,Private,100,Some-college,10,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,2,United-States,<=50K
10092,2,State-gov,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,1,0,0,United-States,<=50K
10093,3,Private,100,10th,6,Separated,Sales,Unmarried,White,Female,0,0,2,Italy,<=50K
10094,2,Private,100,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
10095,1,Private,100,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Female,0,0,1,Jamaica,<=50K
10096,0,Self-emp-not-inc,100,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
10097,4,Local-gov,100,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
10098,3,Private,100,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,United-States,<=50K
10099,4,Local-gov,100,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,1,0,2,United-States,<=50K
10100,1,Private,100,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,>50K
10101,0,Private,100,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
10102,3,Private,100,HS-grad,9,Separated,Prof-specialty,Not-in-family,Black,Female,0,3,2,United-States,<=50K
10103,0,Private,100,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,0,United-States,<=50K
10104,1,Private,100,12th,8,Divorced,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
10105,1,Private,100,7th-8th,4,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,Portugal,<=50K
10106,1,Private,100,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,3,United-States,<=50K
10107,4,Private,100,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,2,United-States,>50K
10108,1,Private,100,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,4,0,3,United-States,>50K
10109,4,Private,100,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,2,United-States,<=50K
10110,2,State-gov,100,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
10111,2,State-gov,100,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,3,United-States,<=50K
10112,2,Private,100,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
10113,2,Local-gov,100,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,<=50K
10114,3,Private,100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
10115,2,Federal-gov,100,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,>50K
10116,1,Self-emp-not-inc,100,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,<=50K
10117,3,Private,100,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,4,0,2,United-States,>50K
10118,1,Private,100,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,United-States,>50K
10119,3,Self-emp-inc,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,>50K
10120,0,Private,100,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K
10121,1,Private,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,2,United-States,>50K
10122,0,Private,100,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K
10123,3,Private,100,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K
10124,2,Private,100,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,4,0,1,United-States,>50K
10125,0,Private,100,Assoc-voc,11,Never-married,Sales,Unmarried,White,Male,0,0,0,United-States,<=50K
10126,1,Private,100,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
10127,4,Private,100,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,2,2,United-States,<=50K
10128,4,Private,100,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,4,0,United-States,<=50K
10129,3,Federal-gov,100,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,>50K
10130,1,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,1,0,2,United-States,<=50K
10131,3,Local-gov,100,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,<=50K
10132,2,Local-gov,100,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
10133,1,Local-gov,100,Assoc-voc,11,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
10134,3,Local-gov,100,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
10135,0,Never-worked,100,10th,6,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
10136,2,State-gov,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
10137,2,Private,100,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
10138,2,State-gov,100,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,3,0,2,United-States,>50K
10139,3,Private,100,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,3,2,United-States,>50K
10140,4,Private,100,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
10141,2,Self-emp-not-inc,100,Assoc-voc,11,Separated,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
10142,1,Private,100,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Mexico,<=50K
10143,2,Private,100,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,3,United-States,>50K
10144,1,Local-gov,100,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
10145,0,Private,100,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
10146,1,Private,100,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,United-States,<=50K
10147,1,Private,100,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
10148,2,Private,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,2,United-States,>50K
10149,2,Federal-gov,100,Bachelors,13,Divorced,Tech-support,Unmarried,Black,Female,0,1,2,United-States,<=50K
10150,4,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,2,United-States,>50K
10151,2,Private,100,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
10152,2,Private,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K
10153,3,Private,100,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,2,United-States,<=50K
10154,4,Private,100,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
10155,3,Private,100,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
10156,4,Self-emp-not-inc,100,Masters,14,Widowed,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
10157,3,Private,100,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
10158,1,Private,100,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,4,United-States,<=50K
10159,3,Private,100,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,Mexico,<=50K
10160,3,Private,100,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,1,0,1,Italy,<=50K
10161,2,Local-gov,100,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
10162,3,Self-emp-not-inc,100,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
10163,3,Self-emp-not-inc,100,10th,6,Married-civ-spouse,Sales,Husband,White,Male,3,0,3,United-States,>50K
10164,2,Self-emp-not-inc,100,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K
10165,2,Private,100,Bachelors,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,2,Philippines,>50K
10166,0,Private,100,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
10167,1,Private,100,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1,2,United-States,<=50K
10168,1,Private,100,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
10169,3,Private,100,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,4,0,2,United-States,>50K
10170,1,Private,100,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
10171,3,Private,100,11th,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
10172,4,Private,100,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,<=50K
10173,1,Private,100,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,2,United-States,>50K
10174,4,Self-emp-inc,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4,0,0,United-States,>50K
10175,3,Self-emp-inc,100,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
10176,4,Local-gov,100,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
10177,1,Private,100,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,1,2,United-States,<=50K
10178,2,Private,100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2,2,United-States,<=50K
10179,4,Self-emp-not-inc,100,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
10180,1,Self-emp-inc,100,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,3,3,United-States,>50K
10181,2,Federal-gov,100,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,>50K
10182,0,Private,100,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,1,United-States,<=50K
10183,1,Private,100,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
10184,3,Private,100,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,<=50K
10185,3,State-gov,100,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
10186,3,Private,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,Greece,<=50K
10187,3,Private,100,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,>50K
10188,4,Private,100,Some-college,10,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,2,United-States,<=50K
10189,0,Self-emp-not-inc,100,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
10190,0,Self-emp-inc,100,9th,5,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
10191,1,Private,100,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,<=50K
10192,4,Private,100,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,1,0,2,United-States,<=50K
10193,1,Federal-gov,100,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
10194,2,Private,100,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
10195,4,Private,100,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,2,United-States,>50K
10196,1,Private,100,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,Guatemala,<=50K
10197,2,Private,100,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,>50K
10198,2,Self-emp-inc,100,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1,2,United-States,>50K
10199,0,Private,100,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,2,2,United-States,<=50K
10200,1,Private,100,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,1,United-States,<=50K
10201,4,Private,100,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
10202,2,Self-emp-not-inc,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
10203,1,Private,100,Assoc-voc,11,Divorced,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
10204,2,Private,100,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,Male,0,0,3,United-States,<=50K
10205,0,Federal-gov,100,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,2,United-States,<=50K
10206,1,Private,100,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,>50K
10207,4,Private,100,1st-4th,2,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,2,Dominican-Republic,<=50K
10208,3,Local-gov,100,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
10209,2,Private,100,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,0,0,0,United-States,<=50K
10210,1,Private,100,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,2,Philippines,>50K
10211,3,Private,100,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Male,0,0,2,United-States,>50K
10212,4,Private,100,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,<=50K
10213,2,Private,100,11th,7,Never-married,Protective-serv,Not-in-family,Black,Male,4,0,2,United-States,>50K
10214,3,Private,100,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,<=50K
10215,1,Private,100,Masters,14,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
10216,3,Private,100,5th-6th,3,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,Jamaica,<=50K
10217,3,Private,100,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,>50K
10218,1,Federal-gov,100,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,Mexico,<=50K
10219,1,Local-gov,100,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
10220,4,Private,100,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Portugal,<=50K
10221,3,Private,100,11th,7,Divorced,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
10222,4,State-gov,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
10223,0,Private,100,11th,7,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,0,Philippines,<=50K
10224,2,Private,100,5th-6th,3,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,1,Mexico,<=50K
10225,1,Private,100,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,Italy,<=50K
10226,4,Private,100,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,2,United-States,<=50K
10227,4,Private,100,5th-6th,3,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,2,Mexico,<=50K
10228,2,Self-emp-not-inc,100,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
10229,2,Private,100,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,3,United-States,>50K
10230,1,Private,100,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
10231,4,Private,100,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,0,United-States,<=50K
10232,0,Private,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,England,>50K
10233,0,Private,100,7th-8th,4,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
10234,2,Federal-gov,100,Some-college,10,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,0,United-States,<=50K
10235,1,Private,100,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,>50K
10236,2,Self-emp-inc,100,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,3,China,<=50K
10237,1,Local-gov,100,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
10238,3,Self-emp-inc,100,Doctorate,16,Separated,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K
10239,2,Private,100,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
10240,2,Private,100,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
10241,0,State-gov,100,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,<=50K
10242,0,Private,100,10th,6,Separated,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
10243,2,Private,100,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,1,United-States,<=50K
10244,3,State-gov,100,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
10245,3,Self-emp-not-inc,100,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,<=50K
10246,4,Private,100,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,3,United-States,<=50K
10247,1,Private,100,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,4,United-States,<=50K
10248,0,Private,100,11th,7,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
10249,1,Local-gov,100,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
10250,0,Private,100,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
10251,2,Self-emp-not-inc,100,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
10252,2,Private,100,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,4,0,2,United-States,>50K
10253,1,Private,100,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
10254,4,Private,100,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
10255,1,Private,100,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,<=50K
10256,4,Private,100,12th,8,Widowed,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
10257,1,State-gov,100,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
10258,1,Private,100,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,3,United-States,<=50K
10259,1,Private,100,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,3,United-States,>50K
10260,2,Private,100,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
10261,0,Private,100,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
10262,0,Private,100,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,3,United-States,<=50K
10263,3,Private,100,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,>50K
10264,2,Private,100,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
10265,1,Private,100,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,2,Mexico,<=50K
10266,0,Private,100,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
10267,1,Private,100,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,1,Jamaica,<=50K
10268,0,State-gov,100,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,2,Haiti,<=50K
10269,3,Private,100,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,3,United-States,<=50K
10270,1,Private,100,5th-6th,3,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
10271,4,Private,100,Some-college,10,Divorced,Prof-specialty,Other-relative,White,Female,0,0,1,United-States,<=50K
10272,3,Local-gov,100,Some-college,10,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,2,United-States,<=50K
10273,3,Local-gov,100,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
10274,3,Private,100,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1,2,United-States,<=50K
10275,1,Private,100,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,2,2,United-States,<=50K
10276,1,Private,100,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,2,United-States,<=50K
10277,3,State-gov,100,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,4,Germany,>50K
10278,2,Self-emp-inc,100,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,3,United-States,>50K
10279,2,Private,100,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,1,United-States,>50K
10280,1,Private,100,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,Germany,<=50K
10281,2,Private,100,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,3,United-States,>50K
10282,2,Private,100,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
10283,1,Private,100,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,3,Taiwan,<=50K
10284,2,Self-emp-inc,100,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
10285,0,Private,100,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,Mexico,<=50K
10286,0,Private,100,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,2,United-States,<=50K
10287,1,Private,100,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,3,United-States,<=50K
10288,0,Private,100,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,1,United-States,<=50K
10289,3,Private,100,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
10290,4,Private,100,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,4,United-States,<=50K
10291,4,Private,100,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
10292,1,Private,100,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
10293,2,Self-emp-inc,100,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
10294,0,Private,100,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,0,United-States,<=50K
10295,2,Private,100,11th,7,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,2,United-States,<=50K
10296,0,Private,100,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Puerto-Rico,<=50K
10297,1,Local-gov,100,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
10298,1,Private,100,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,>50K
10299,2,Private,100,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,4,United-States,>50K
10300,3,Private,100,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,4,2,United-States,<=50K
10301,3,Self-emp-not-inc,100,Bachelors,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,3,South,>50K
10302,1,Private,100,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,Scotland,<=50K
10303,0,State-gov,100,HS-grad,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,1,United-States,<=50K
10304,1,Private,100,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,2,Philippines,<=50K
10305,2,Federal-gov,100,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,2,0,3,United-States,<=50K
10306,1,Private,100,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,1,United-States,<=50K
10307,1,Private,100,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
10308,1,Self-emp-inc,100,Masters,14,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
10309,2,Federal-gov,100,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
10310,2,Private,100,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K
10311,1,Private,100,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
10312,3,Private,100,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
10313,1,Self-emp-not-inc,100,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
10314,2,Private,100,Assoc-voc,11,Separated,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
10315,3,Private,100,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,<=50K
10316,1,Private,100,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,1,United-States,<=50K
10317,3,Local-gov,100,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
